Image file-/home/jovyan/data/stl10/test/0_7.png; Sure! Here\s my answer:\n\nHorse
Image file-/home/jovyan/data/stl10/test/1123_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1135_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1144_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1150_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1162_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1175_1.png; Airplane
Image file-/home/jovyan/data/stl10/test/1201_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1205_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1206_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1227_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1236_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1252_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1260_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1264_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1265_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1273_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1284_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1305_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1307_1.png; Jet
Image file-/home/jovyan/data/stl10/test/1324_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1368_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1377_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1380_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1386_1.png; Jet
Image file-/home/jovyan/data/stl10/test/1389_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1420_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1424_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1441_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1442_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1446_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1449_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1463_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1471_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1483_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1490_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1497_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1518_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1537_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1548_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1553_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1567_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1575_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1576_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1584_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1596_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1643_1.png; Airplane
Image file-/home/jovyan/data/stl10/test/1648_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1672_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1693_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1705_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1742_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1748_1.png; Planes
Image file-/home/jovyan/data/stl10/test/1751_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1760_1.png; Airplane
Image file-/home/jovyan/data/stl10/test/1761_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1782_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1797_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1802_1.png; Planes
Image file-/home/jovyan/data/stl10/test/1811_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1828_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1830_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1843_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1850_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1857_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1867_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1886_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1887_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1898_1.png; Planes
Image file-/home/jovyan/data/stl10/test/1902_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1909_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1917_1.png; Planes
Image file-/home/jovyan/data/stl10/test/1921_1.png; Airplane
Image file-/home/jovyan/data/stl10/test/1926_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1940_1.png; Airplane
Image file-/home/jovyan/data/stl10/test/1947_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1958_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1969_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1973_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1977_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1981_1.png; Airplane
Image file-/home/jovyan/data/stl10/test/1987_1.png; Plane
Image file-/home/jovyan/data/stl10/test/1988_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2004_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2009_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2024_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2025_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2027_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2043_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2048_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2085_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2092_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2102_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2123_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2140_1.png; Planes
Image file-/home/jovyan/data/stl10/test/2158_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2172_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2181_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2190_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2210_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2214_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2215_1.png; Engine
Image file-/home/jovyan/data/stl10/test/2217_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2240_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2242_1.png; Airplane
Image file-/home/jovyan/data/stl10/test/2249_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2261_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2270_1.png; Jet
Image file-/home/jovyan/data/stl10/test/2272_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2278_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2288_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2294_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2295_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2314_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2326_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2328_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2337_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2345_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2346_1.png; Planes
Image file-/home/jovyan/data/stl10/test/2365_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2377_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2381_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2385_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2397_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2412_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2463_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2466_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2467_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2470_1.png; Engine
Image file-/home/jovyan/data/stl10/test/2478_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2479_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2493_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2496_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2510_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2514_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2518_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2522_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2533_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2575_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2584_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2592_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2594_1.png; Airplane
Image file-/home/jovyan/data/stl10/test/2612_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2616_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2629_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2632_1.png; Airplane
Image file-/home/jovyan/data/stl10/test/2644_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2688_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2691_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2703_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2715_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2716_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2721_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2737_1.png; Planes
Image file-/home/jovyan/data/stl10/test/2750_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2762_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2767_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2799_1.png; Answer: Jets
Image file-/home/jovyan/data/stl10/test/2801_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2809_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2814_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2831_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2838_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2841_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2848_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2870_1.png; Jet
Image file-/home/jovyan/data/stl10/test/2888_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2892_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2903_1.png; Planes
Image file-/home/jovyan/data/stl10/test/2904_1.png; Airplane
Image file-/home/jovyan/data/stl10/test/2932_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2937_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2967_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2971_1.png; Plane
Image file-/home/jovyan/data/stl10/test/2980_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3005_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3022_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3025_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3047_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3051_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3054_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3057_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3059_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3060_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3064_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3083_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3109_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3110_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3113_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3126_1.png; Airplane
Image file-/home/jovyan/data/stl10/test/3127_1.png; Airplane
Image file-/home/jovyan/data/stl10/test/3134_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3138_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3151_1.png; Jet
Image file-/home/jovyan/data/stl10/test/3154_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3159_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3164_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3165_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3170_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3199_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3228_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3246_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3253_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3264_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3274_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3277_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3279_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3285_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3295_1.png; Airplane
Image file-/home/jovyan/data/stl10/test/3306_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3308_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3323_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3344_1.png; Airplane
Image file-/home/jovyan/data/stl10/test/3347_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3361_1.png; Jet
Image file-/home/jovyan/data/stl10/test/3387_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3396_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3397_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3416_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3419_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3429_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3433_1.png; Airplane
Image file-/home/jovyan/data/stl10/test/3437_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3447_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3455_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3461_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3469_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3470_1.png; Airplane
Image file-/home/jovyan/data/stl10/test/3487_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3488_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3492_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3500_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3523_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3524_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3540_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3544_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3552_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3557_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3594_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3596_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3613_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3632_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3634_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3639_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3668_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3671_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3674_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3715_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3737_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3740_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3742_1.png; Airplane
Image file-/home/jovyan/data/stl10/test/3751_1.png; Airplane
Image file-/home/jovyan/data/stl10/test/3759_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3768_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3770_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3783_1.png; Jet
Image file-/home/jovyan/data/stl10/test/3791_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3807_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3832_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3835_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3841_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3865_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3869_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3870_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3876_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3913_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3915_1.png; Airplane
Image file-/home/jovyan/data/stl10/test/3919_1.png; Rocket
Image file-/home/jovyan/data/stl10/test/3923_1.png; Helicopter
Image file-/home/jovyan/data/stl10/test/3924_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3931_1.png; Airplane
Image file-/home/jovyan/data/stl10/test/3940_1.png; Airplane
Image file-/home/jovyan/data/stl10/test/3965_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3970_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3972_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3974_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3981_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3987_1.png; Plane
Image file-/home/jovyan/data/stl10/test/3999_1.png; Jets
Image file-/home/jovyan/data/stl10/test/4012_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4045_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4050_1.png; Airplane
Image file-/home/jovyan/data/stl10/test/4052_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4071_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4097_1.png; Planes
Image file-/home/jovyan/data/stl10/test/4115_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4120_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4130_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4136_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4151_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4154_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4156_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4159_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4167_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4169_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4171_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4178_1.png; Planes
Image file-/home/jovyan/data/stl10/test/4186_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4204_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4206_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4211_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4218_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4228_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4246_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4247_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4255_1.png; Planes
Image file-/home/jovyan/data/stl10/test/4258_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4270_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4272_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4299_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4303_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4306_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4340_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4364_1.png; Fighter
Image file-/home/jovyan/data/stl10/test/4375_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4385_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4394_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4399_1.png; Propeller
Image file-/home/jovyan/data/stl10/test/4413_1.png; Jets
Image file-/home/jovyan/data/stl10/test/4427_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4436_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4453_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4456_1.png; Planes
Image file-/home/jovyan/data/stl10/test/4459_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4461_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4471_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4472_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4480_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4484_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4486_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4488_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4490_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4491_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4493_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4499_1.png; Plane
Image file-/home/jovyan/data/stl10/test/4501_1.png; Plane
